PLAYER NAME,Ball Speed,Driving Distance,Approaches from > 100 yards,Eagles (Holes per),Putts Per Round,Birdie Average,Proximity to Hole,FedexCup Regular Season Points,Average Distance of Putts made,GIR Percentage from Fairway,Official Money,Bogey Average,Par 3 Scoring Average,Club Head Speed,Par 4 Scoring Average,Par 5 Scoring Average,Driving Accuracy Percentage,Scoring Average,Total Birdies,Total Eagles,Spin Rate,Top 10 Finishes,Sand Save Percentage,Scrambling,SG: Total,Smash Factor,Country,College
David Toms (2016),152.55,269.7,"32' 8""",,29.21,3.27,"33' 10""",455,"69' 6""",75.51,"774,522",2.82,3.04,100.91,4.04,4.74,67.98,70.872,203,0,2355.9,1,57.47,61.04,0.38,1.511,USA,Louisiana State University
David Toms (2017),,,,,,,,4,,,"9,984",,,,,,,,,,,,,,,,USA,Louisiana State University
David Toms (2019),,,,,,,,37,,,"61,438",,,,,,,,,,,,,,,,USA,Louisiana State University
Davis Love III (2015),167.03,294.7,"31' 5""",306,29.67,3.1,"34' 10""",649,"63' 10""",76.89,"1,263,596",2.67,3.08,112.89,4.05,4.74,64.94,71.289,158,3,2560.5,2,37.35,57.19,-0.377,1.479,USA,University of North Carolina
Davis Love III (2016),,,,,,,,154,,,"222,422",,,,,,,,,,,,,,,,USA,University of North Carolina
Davis Love III (2017),,,,,,,,124,,,"257,270",,,,,,,,,,,1,,,,,USA,University of North Carolina
Davis Love III (2018),,,,,,,,45,,,"97,920",,,,,,,,,,,,,,,,USA,University of North Carolina
Davis Love III (2019),,,,,,,,106,,,"271,216",,,,,,,,,,,1,,,,,USA,University of North Carolina
Dawie van der Walt (20,,,,,,,,,,,,,,,4.07,,56.89,,,,,,,52.03,,,RSA,"Lamar University  (2004, Applied Science)"
Dawie van der Walt (201,,,,,29.49,3.47,"35' 7""",239,,79.35,"301,697",3.04,3.03,,,,,71.376,,,2581,,,,-0.274,1.451,RSA,"Lamar University  (2004, Applied Science)"
Dawie van der Walt (2016,,,,140,,,,,,,,,,,,,,,,9,,,,,,,RSA,"Lamar University  (2004, Applied Science)"
Dawie van der Walt (2016),170.11,290.2,"32' 5""",,,,,,"70' 5""",,,,,117.23,,4.66,,,243,,,,38.2,,,,RSA,"Lamar University  (2004, Applied Science)"
Denny McCarthy (2018),169.32,295.4,"34' 3""",283.5,29.41,3.49,"37' 4""",267,"78' 3""",78.35,"498,341",2.41,3.02,113.28,4.03,4.63,63.45,70.861,220,4,2641.6,1,46.15,59.83,0.094,1.494,USA,"University of Virginia  (2015, Anthropology)"
Denny McCarthy (2019),169.72,290.8,"35' 1""",364.5,28.27,4.25,"39' 3""",443,"82' 11""",77.02,"925,156",2.32,2.98,112.66,4,4.51,65.84,70.546,344,4,2627.5,2,48.76,64.31,0.687,1.506,USA,"University of Virginia  (2015, Anthropology)"
Derek Ernst (2015),174.9,295.1,"33' 6""",213,29.7,3.3,"36' 5""",250,"69' 3""",73.97,"320,095",2.82,3.15,119.67,4.06,4.66,64.3,71.453,234,6,2599.2,,40.57,57.24,-0.531,1.461,USA,"University of Nevada-Las Vegas  (2012, Hotel Management)"
Derek Ernst (2016),174.89,294.6,"31' 3""",205.2,29.65,3.12,"36' 6""",159,"65' 4""",77.45,"190,736",2.63,3.14,120.85,4.06,4.71,60.1,72.075,178,5,2921.2,,48.42,60.52,-0.683,1.447,USA,"University of Nevada-Las Vegas  (2012, Hotel Management)"
Derek Ernst (2018),,,,,,,,11,,,"20,353",,,,,,,,,,,,,,,,USA,"University of Nevada-Las Vegas  (2012, Hotel Management)"
Derek Ernst (2019),,,,,,,,4,,,"15,172",,,,,,,,,,,,,,,,USA,"University of Nevada-Las Vegas  (2012, Hotel Management)"
Dicky Pride (2015),,,,,,,,31,,,"39,414",,,,,,,,,,,,,,,,USA,University of Alabama
Dicky Pride (2016),158.86,278.9,"33' 5""",238.5,28.74,3.23,"34' 11""",84,"77' 2""",69.67,"101,456",2.85,3.09,107.35,4.08,4.74,65.86,72.102,171,4,2583.6,,56.57,59.79,-0.83,1.48,USA,University of Alabama
Dicky Pride (2017),,,,,,,,85,,,"165,022",,,,,,,,,,,,,,,,USA,University of Alabama
Dicky Pride (2018),,,,,,,,30,,,"42,810",,,,,,,,,,,,,,,,USA,University of Alabama
Dicky Pride (2019),,,,,,,,2,,,"11,280",,,,,,,,,,,,,,,,USA,University of Alabama
Doc Redman (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,Clemson University
Dominic Bozzelli (2017,,,,,,,"37' 5""",,,,,,,,,,,,,,,,,,,1.489,USA,"Auburn University  (2013, Interdisciplinary Studies, Busines"
Dominic Bozzelli (2017),170.79,294.4,"33' 2""",585,28.6,3.57,,394,"71' 11""",73.24,"868,519",2.95,3.08,114.66,4.09,4.67,56.57,71.49,232,2,2588.1,3,43.24,57.75,-0.449,,USA,"Auburn University  (2013, Interdisciplinary Studies, Busines"
Dominic Bozzelli (2018,171.08,,"32' 11""",,,,"37' 7""",,,,,,,,,,,,,,,,,,,1.488,USA,"Auburn University  (2013, Interdisciplinary Studies, Busines"
Dominic Bozzelli (2018),,297,,234,28.18,3.57,,190,"74' 4""",75.99,"391,634",2.88,3.11,114.91,4.02,4.74,55.69,71.179,232,5,2724.3,,44.8,58.86,-0.055,,USA,"Auburn University  (2013, Interdisciplinary Studies, Busines"
Dominic Bozzelli (2019),172.06,296.4,"34' 11""",301.5,28.33,4.16,"38' 9""",316,"78' 8""",80.67,"668,449",2.34,3.04,114.72,3.98,4.62,60.19,71.023,279,4,2594.8,2,55.56,58.65,-0.15,1.5,USA,"Auburn University  (2013, Interdisciplinary Studies, Busines"
Dudley Hart (2015),,,,,,,,22,,,"29,013",,,,,,,,,,,,,,,,USA,University of Florida
Duffy Waldorf (2015),,,,,,,,25,,,"29,944",,,,,,,,,,,,,,,,USA,"UCLA  (1985, Psychology)"
Dustin Johnson (2015),181.43,317.7,"31' 2""",86.4,28.47,4.22,"34' 6""",1718,"73' 3""",78.65,"5,509,467",2.4,3.06,121.49,4,4.5,55.53,69.585,304,15,2340.2,11,38.6,57.85,1.455,1.493,USA,Coastal Carolina University
Dustin Johnson (2016),181.49,313.6,"29' 4""",92.3,28.49,4.45,"33' 5""",2701,"75' 5""",81.31,"9,365,185",2.21,3.01,122.42,3.97,4.54,57.17,69.172,365,16,2610,15,45.24,59.58,1.928,1.482,USA,Coastal Carolina University
Dustin Johnson (2017),180.06,315,"29' 8""",140,29.1,3.99,"33' 5""",2466,"70' 10""",80.54,"8,732,193",2.2,3.01,121.17,3.99,4.52,56.97,69.549,279,9,2485.9,8,44.32,62.76,1.882,1.486,USA,Coastal Carolina University
Dustin Johnson (2018),181.27,314,"30' 1""",88.8,28.47,4.7,"32' 8""",2717,"77' 7""",81.58,"8,457,352",2.04,2.96,121.38,3.93,4.47,59.46,68.698,348,15,2703.6,12,52.17,62.5,2.372,1.493,USA,Coastal Carolina University
Dustin Johnson (2019),178.82,312,"32' 11""",630,28.71,4.21,"36' 2""",1686,"73' 4""",78.86,"5,534,619",2.44,3.04,119.18,4,4.54,55.57,69.895,295,2,2717.2,7,63.86,57.93,1.321,1.5,USA,Coastal Carolina University
Dylan Frittelli (2019),171.14,296.5,"33' 10""",112.2,29.09,3.62,"37' 2""",735,"69' 5""",79.24,"1,576,974",2.46,3.08,114.03,3.99,4.56,62.71,70.737,293,13,2839.8,1,49.15,62.63,0.439,1.5,RSA,"University of Texas  (2012, Geography)"
Dylan Meyer (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,"University of Illinois 2018, Political Science"
Eric Axley (2015),167.18,286.4,"33' 6""",123.8,28.55,3.07,"35' 7""",152,"70' 8""",71.13,"170,687",2.51,3.03,113.96,4.08,4.78,55.54,71.977,169,8,2724,,53.54,60.68,-0.952,1.467,USA,East Tennessee State University
Eric Axley (2016),,,,,,,,41,,,"71,563",,,,,,,,,,,,,,,,USA,East Tennessee State University
Eric Axley (2017),,,,,,,,3,,,"9,198",,,,,,,,,,,,,,,,USA,East Tennessee State University
Eric Axley (2018),,,,,,,,33,,,"69,125",,,,,,,,,,,,,,,,USA,East Tennessee State University
Erik Compton (2015),166.56,288.4,"32' 5""",154.8,28.44,3.57,"35' 5""",471,"74' 1""",76.2,"676,602",2.65,3.03,112.23,4.04,4.7,59.31,71.228,307,10,2512.7,1,50.77,60.53,0.084,1.484,USA,University of Georgia
Erik Compton (2016),165.75,284.7,"33' 9""",567,28.3,3.19,"36' 5""",236,"70' 1""",72.03,"247,903",3,3.13,112.14,4.11,4.69,53.64,71.884,201,2,2483.2,,52.59,56.93,-0.687,1.478,USA,University of Georgia
Erik van Rooyen (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,RSA,University of Minnesota
Ethan Tracy (2018),171.76,299,"34' 0""",122.4,29.44,3.34,"36' 4""",157,"73' 2""",76.27,"364,493",2.91,3.11,115.99,4.06,4.73,60.25,72.038,227,10,2756.4,,34.86,54.88,-0.813,1.481,USA,"University of Arkansas  (2013, Kinesiology )"
Cameron Percy (2016),,,,,,,,258,,,"313,456",,,,,,,,,,,,,,,,,
Cameron Percy (2017),165.94,292.5,"32' 0""",195,29.78,3.42,"35' 10""",291,"70' 2""",78.61,"623,694",2.37,3.06,110.84,4.03,4.66,60.18,71.03,222,6,2058.3,1,52.94,60.23,-0.082,1.497,,
Cameron Percy (2018),166.61,295.6,"31' 4""",112.5,29.36,3.76,"33' 7""",191,"68' 10""",82.02,"387,612",2.4,3.07,111.11,4.02,4.51,63.66,70.909,188,8,2216.1,2,54.79,57.3,0.285,1.499,,
Cameron Smith (2015),,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Cameron Smith (2016),163.92,286.3,"33' 6""",621,29.22,3.35,"35' 8""",304,"70' 4""",72.06,"477,843",2.93,3.11,111.7,4.08,4.77,59.21,71.759,231,2,2652.7,,55.34,55.29,-0.763,1.467,,
Cameron Smith (2017),169.03,292.6,"32' 3""",123,28.52,3.82,"35' 10""",847,"69' 8""",76.05,"2,123,216",2.78,3.05,114.27,4.05,4.63,56.26,70.909,313,12,2494.4,4,49.18,58.64,0.502,1.479,,
Cameron Smith (2018),169.89,298.4,"33' 3""",200.6,28.36,3.69,"36' 2""",821,"69' 6""",78.08,"3,622,607",2.58,3.11,113.37,4.02,4.58,57.03,70.517,288,7,2523.8,7,56.52,61.12,0.219,1.498,,
Cameron Smith (2019),168.89,294.2,"31' 10""",266.4,28.49,3.7,"36' 1""",547,"69' 8""",74.15,"1,504,820",2.53,3.06,112.03,4.03,4.65,59.36,70.814,274,5,2323.1,3,58.68,60.74,0.324,1.507,,
Charl Schwartzel (2015,,,,,,,,584,,,,,,,,4.64,,,,,,,,,,,,
Charl Schwartzel (2015),174.56,300.4,"34' 8""",283.5,29.57,3.63,"36' 6""",,"66' 0""",75.74,"1,209,528",2.97,3.13,117.41,4.07,,60.81,71.093,229,4,2497.2,3,50.98,54.66,0.073,1.487,,
Charl Schwartzel (2016,,,,,,,,,,,,,,,4.03,,56.86,,,,,,,59.64,,,,
Charl Schwartzel (2016),175.63,296.7,"33' 2""",210,29.34,3.8,"35' 6""",1127,"72' 3""",79.46,"2,936,027",2.49,3,118.45,,4.66,,70.004,266,6,2696.2,5,51.16,,1.043,1.482,,
Charl Schwartzel (2017,,,,,,,"38' 4""",,,,,,,,,,,,,,,,,,,1.485,,
Charl Schwartzel (2017),177.23,299.1,"34' 9""",216,28.47,3.62,,727,"70' 0""",73.57,"2,156,036",2.73,3.09,119.35,4.06,4.58,54.31,70.211,217,5,2700.4,3,57.61,60.05,0.761,,,
Charl Schwartzel (2018,175.55,,"36' 4""",,,,"39' 3""",,,,,,,,,,,,,,,,,,,1.478,,
Charl Schwartzel (2018),,299.5,,348,28.74,3.28,,528,"72' 0""",72.93,"1,710,179",2.97,3.14,118.79,4.08,4.73,55.19,71.349,190,3,2849.8,3,49.26,57.88,-0.195,,,
Charl Schwartzel (2019),,,,,,,,113,,,"232,725",,,,,,,,,,,1,,,,,,
Chase Koepka (2017),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Chip McDaniel (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Chris Paisley (2018),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Curtis Luck (2017),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Curtis Luck (2019),170.6,289.4,"36' 3""",265.5,28.47,3.61,"38' 6""",190,"82' 8""",74.95,"432,569",2.83,3.11,113.66,4.02,4.75,55.91,72.001,213,4,2575.5,1,48.04,59.4,-1.104,1.501,,
D.H. Lee (2016),159.33,280.4,"32' 7""",114,28.96,3.11,"35' 6""",104,"72' 4""",70.1,"174,683",3.21,3.16,107.94,4.16,4.72,60.85,73.415,177,9,2637.4,,42.42,50.61,-1.778,1.476,,
Daniel Chopra (2015),,,,,,,,17,,,"11,700",,,,,,,,,,,,,,,,,
Daniel Chopra (2018),,,,,,,,6,,,"8,784",,,,,,,,,,,,,,,,,
Daniel Chopra (2019),,,,,,,,20,,,"40,401",,,,,,,,,,,,,,,,,
Danny Willett (2015),,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Danny Willett (2016),,,,,,,,691,,,"1,938,132",,,,,,,,,,,3,,,,,,
Danny Willett (2017),,,,,,,,26,,,"217,975",,,,,,,,,,,,,,,,,
Danny Willett (2019),169.94,293.8,"33' 4""",567,29.11,3.63,"36' 0""",432,"67' 11""",75.53,"1,286,737",2.63,3.09,113.01,4.05,4.63,59.57,70.828,229,2,2293.3,2,53.64,58.75,0.383,1.503,,
Darren Clarke (2016),,,,,,,,39,,,"51,489",,,,,,,,,,,,,,,,,
Derek Fathauer (2015),166.49,288.8,"33' 4""",126,28.39,3.38,"37' 2""",263,"73' 3""",74.55,"482,023",2.94,3.09,111.96,4.06,4.69,51.63,71.431,260,11,2289.8,1,50.78,57.46,-0.173,1.487,,
Derek Fathauer (2016),167.29,288.2,"33' 4""",846,28.5,3.53,"36' 11""",491,"75' 10""",75.84,"898,430",2.83,3.09,110.78,4.05,4.71,52.02,71.073,332,2,2486.6,1,46.07,59.1,-0.435,1.51,,
Derek Fathauer (2017),166.27,286.5,"31' 11""",270,28.64,3.68,"35' 11""",408,"69' 5""",76.94,"898,491",2.91,3.14,110.68,4.07,4.66,55.49,71.568,276,5,2536.3,2,44.37,53.78,-0.647,1.502,,
Derek Fathauer (2018),165.6,289.1,"35' 6""",160,28.46,3.44,"38' 11""",316,"73' 5""",74.79,"708,712",2.96,3.03,110.46,4.12,4.7,53.27,71.827,275,9,2479.8,1,43.62,54.99,-0.807,1.499,,
Derek Fathauer (2019),,,,,,,,45,,,"76,850",,,,,,,,,,,,,,,,,
Eddie Pepperell (2018),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Eddie Pepperell (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Emiliano Grillo (2015),,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Emiliano Grillo (2016),168.82,294.3,"31' 6""",405,29.67,3.8,"34' 10""",1109,"72' 10""",79.55,"3,371,705",2.67,3.08,114.67,4.03,4.66,66.93,70.637,342,4,2552.4,3,47.74,55.1,0.479,1.472,,
Emiliano Grillo (2017),168.83,293.3,"32' 4""",223.7,29.33,3.63,"35' 1""",518,"75' 0""",77.16,"1,567,015",2.84,3.03,114.39,4.04,4.76,65.44,70.798,316,7,2498.7,2,53.28,55.71,0.359,1.476,,
Emiliano Grillo (2018),169.17,295.2,"31' 4""",552,29.04,3.89,"35' 0""",901,"83' 8""",76.8,"2,493,163",2.34,2.98,115,4.01,4.64,70.16,70.152,358,3,2715.5,6,54.84,61.05,1.133,1.471,,
Emiliano Grillo (2019),170.58,295.7,"31' 3""",108,29.78,3.76,"34' 9""",673,"69' 8""",76.75,"1,752,114",2.73,3.04,115.04,4.05,4.57,68.13,70.814,293,13,2740.1,2,47.93,55.13,0.418,1.483,,
Ernie Els (2015),165.66,291.7,"33' 5""",256.5,29.79,3.44,"36' 5""",233,"68' 8""",76.1,"453,579",2.81,3.09,110.54,4.11,4.66,56.79,71.83,196,4,2056.8,,51.76,56.59,-0.6,1.498,,
Ernie Els (2016),165.99,292.8,"35' 1""",132,28.82,3.3,"38' 5""",273,"77' 5""",76.43,"559,024",3.09,3.1,110.18,4.11,4.7,52.93,71.371,218,9,1966.9,1,41.86,54.66,-0.024,1.507,,
Ernie Els (2017),161.93,284.7,"36' 0""",156,28.6,2.79,"37' 9""",50,"74' 11""",69.61,"155,926",3.17,3.12,109.18,4.13,4.8,56.2,72.179,145,6,2046.9,,50,55.69,-0.677,1.483,,
Ernie Els (2018),,,,,,,,46,,,"102,868",,,,,,,,,,,,,,,,,
Ernie Els (2019),165.8,284.7,"35' 3""",294,29.1,3.08,"38' 4""",142,"67' 4""",78.82,"304,590",2.47,3.08,110.3,4.05,4.7,59.27,71.548,151,3,2575.5,,64.47,64.38,-0.527,1.503,,
Fabián Gómez (2015),164.12,283.2,"31' 8""",1494,28.72,3.6,"35' 0""",797,"77' 1""",76.03,"1,651,012",2.77,3.03,111.86,4.06,4.71,60.88,71.207,299,1,2537.7,2,39.84,58.72,-0.324,1.468,,
Fabián Gómez (2016),166.87,289,"34' 8""",203.1,29.06,3.46,"37' 9""",924,"76' 10""",75.22,"2,227,040",2.85,3.04,112.61,4.1,4.66,61.44,71.346,273,7,2613.8,4,54.55,56.59,-0.037,1.482,,
Fabián Gómez (2017),165.71,285.1,"34' 2""",265.5,29.15,3.42,"38' 1""",168,"73' 5""",77,"332,352",2.71,3.14,113.15,4.05,4.63,61.81,71.61,202,4,2615.4,,51.35,58.67,-0.407,1.464,,
Fabián Gómez (2018),165.03,291.1,"32' 0""",189,29.38,3.39,"35' 9""",221,"71' 1""",77.79,"437,032",2.43,3.06,112.05,4.04,4.63,64.99,71.02,285,8,2475.7,,43.2,58.85,-0.106,1.473,,
Fabián Gómez (2019),164.43,290.2,"33' 0""",124,29.18,3.55,"36' 5""",209,"70' 6""",79.02,"433,027",2.58,3.02,109.19,4.02,4.65,68.17,71.484,220,9,2462.2,,45.35,60.67,-0.159,1.505,,
Francesco Molinari (20,168.94,,"32' 0""",,,,"36' 2""",558,,,,,,,4.06,4.64,63.76,,,,,,,60.4,,1.498,ITA,University of Torino (Business)
Francesco Molinari (201,,,"34' 2""",,29.17,3.31,"36' 2""",550,,74.56,"1,083,155",2.46,3.05,,4.01,4.61,66.45,70.458,,7,2243.3,5,47.9,58.33,0.604,1.503,ITA,University of Torino (Business)
Francesco Molinari (2015,,,,318,29.94,,,,,,,,,,4.01,,,,173,,,,,,,,ITA,University of Torino (Business)
Francesco Molinari (2015),162.1,281.6,"31' 6""",,,,"34' 3""",,"67' 6""",79.9,,2.4,3.11,110.49,,,76.88,,,,,,48.61,,,,ITA,University of Torino (Business)
Francesco Molinari (2016,,,,164.6,,,,,,,,,,,,,,,,7,,,,,,,ITA,University of Torino (Business)
Francesco Molinari (2016),164.06,286.7,"32' 0""",,,,,,"68' 8""",,,,,111.72,,4.61,,,212,,,,44.68,,,,ITA,University of Torino (Business)
Francesco Molinari (2017,,292.4,,,,,,,,,"2,875,850",,3.08,,,,,,278,,,,,,,,ITA,University of Torino (Business)
Francesco Molinari (2017),166.66,,"32' 10""",185.1,29,,,,"68' 1""",78.22,,2.5,,112.22,3.99,,70.14,69.802,,,,,53.85,62.74,1.364,,ITA,University of Torino (Business)
Francesco Molinari (2018,,301,,,,3.77,,,"66' 3""",,,,,,,4.61,,,264,5,2725,5,,,,,ITA,University of Torino (Business)
Francesco Molinari (2018),,,,252,29.63,,,1682,,78.59,"5,065,842",,3,112.73,,,65.04,69.797,,,,,,,1.123,,ITA,University of Torino (Business)
Francesco Molinari (2019,,,,324,,3.2,,,"67' 7""",,"3,467,143",,,,,4.74,,70.974,,,,3,,,0.038,,ITA,University of Torino (Business)
Francesco Molinari (2019),168.06,288.7,,,28.7,,,1054,,73.27,,2.48,3.05,111.8,4.04,,,,173,3,2674.1,,65.33,62.99,,,ITA,University of Torino (Business)
Frank Lickliter II (201,,,,,,,,28,,,"28,986",,,,,,,,,,,,,,,,USA,"Wright State University  (1991, Sociology)"
Fred Couples (2017),,,,,,,,52,,,"148,500",,,,,,,,,,,,,,,,USA,University of Houston
Fred Couples (2018),,,,,,,,18,,,"46,200",,,,,,,,,,,,,,,,USA,University of Houston
Fred Couples (2019),,,,,,,,13,,,"23,680",,,,,,,,,,,,,,,,USA,University of Houston
Fred Funk (2015),,,,,,,,66,,,"141,171",,,,,,,,,,,1,,,,,USA,"University of Maryland (1980, Law Enforcement)"
Fred Funk (2016),,,,,,,,26,,,"18,662",,,,,,,,,,,,,,,,USA,"University of Maryland (1980, Law Enforcement)"
Fred Funk (2017),,,,,,,,2,,,"11,280",,,,,,,,,,,,,,,,USA,"University of Maryland (1980, Law Enforcement)"
Garrett Osborn (2015),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,"University of Alabama-Birmingham  (Philosophy, 2007)"
Garrett Willis (2015),,,,,,,,12,,,"8,708",,,,,,,,,,,,,,,,USA,"East Tennessee State University  (1996, Communications)"
Gary Woodland (2015),175.93,305.5,"33' 7""",166.5,29.53,3.49,"37' 8""",1037,"75' 5""",77.74,"2,605,083",2.59,3.08,121.14,4.06,4.67,56.21,70.982,258,8,2552.9,4,43.27,56.66,0.198,1.452,USA,"University of Kansas  (2007, Sociology)"
Gary Woodland (2016),181.5,306.1,"32' 3""",148.9,29.26,3.65,"36' 0""",907,"68' 4""",80.28,"2,392,044",2.23,3.1,124.78,4.01,4.55,56.69,70.234,332,11,2500.4,4,48.85,60.16,0.903,1.454,USA,"University of Kansas  (2007, Sociology)"
Gary Woodland (2017),180.49,307.6,"31' 1""",228.9,29.89,3.69,"36' 3""",1052,"71' 2""",82.2,"2,980,225",2.49,3.1,122.67,4.02,4.6,59.31,70.482,328,7,2548.5,5,60.68,58.28,0.659,1.471,USA,"University of Kansas  (2007, Sociology)"
Gary Woodland (2018),180.37,313.5,"30' 5""",117,29.93,3.8,"35' 3""",1044,"75' 5""",80.3,"3,108,907",2.59,3.13,122.68,4.02,4.52,63.69,70.161,346,14,2609.1,3,41.49,54.45,1.066,1.47,USA,"University of Kansas  (2007, Sociology)"
Gary Woodland (2019),180.47,308.2,"30' 5""",151.2,29.3,4.38,"35' 1""",1795,"75' 10""",81.12,"5,690,965",2.45,3.06,122.2,3.99,4.49,63.41,70.229,368,10,2729.4,8,50.41,57.48,0.882,1.477,USA,"University of Kansas  (2007, Sociology)"
George Coetzee (2015),,,,,,,,,,,,,,,,,,,,,,1,,,,,RSA,University of San Diego
George McNeill (2015),170.08,286.2,"32' 4""",209.3,29.01,3.63,"34' 7""",715,"76' 2""",75.12,"1,331,768",2.56,3.02,115.69,4.02,4.65,64.1,70.478,338,8,2870.4,1,53.68,61.21,0.563,1.47,USA,Florida State University
George McNeill (2016),168.11,284.5,"32' 1""",918,29.43,3.25,"36' 1""",134,"73' 4""",74.83,"213,895",2.94,3.11,114.96,4.09,4.78,60.99,71.848,166,1,2856.8,,49.47,53.5,-0.791,1.462,USA,Florida State University
George McNeill (2017),,,,,,,,4,,,"9,984",,,,,,,,,,,,,,,,USA,Florida State University
George McNeill (2018),,,,,,,,42,,,"91,100",,,,,,,,,,,,,,,,USA,Florida State University
George McNeill (2019),,,,,,,,90,,,"187,950",,,,,,,,,,,1,,,,,USA,Florida State University
Glen Day (2015),,,,,,,,61,,,"54,909",,,,,,,,,,,,,,,,USA,"University of Oklahoma  (1988, Finance)"
Graeme McDowell (2015),,,,,,,,320,,,"686,438",,,,,,,,,,,1,,,,,NIR,"University of Alabama-Birmingham  (2002, Economics, Engineer"
Graeme McDowell (2016),163.83,281.4,"32' 8""",540,29.22,3.52,"35' 7""",1142,"68' 1""",76.49,"2,596,170",2.68,3.06,111.1,4.07,4.69,67.7,70.899,211,2,2814.2,5,49.04,58.85,-0.178,1.474,NIR,"University of Alabama-Birmingham  (2002, Economics, Engineer"
Graeme McDowell (2017),161.07,279.5,"33' 5""",252,28.32,3.73,"36' 6""",331,"81' 2""",71.56,"639,770",2.98,2.97,109.61,4.08,4.71,69.87,70.629,209,4,2735.1,,50.51,58.09,0.502,1.469,NIR,"University of Alabama-Birmingham  (2002, Economics, Engineer"
Graeme McDowell (2018),164.41,293.2,"34' 0""",265.5,29.2,3.34,"37' 9""",274,"78' 0""",72.8,"581,024",2.63,3.05,111.44,4.07,4.69,64.92,71.001,197,4,2458.3,1,47.37,59.95,0.697,1.475,NIR,"University of Alabama-Birmingham  (2002, Economics, Engineer"
Graeme McDowell (2019),166.89,285.9,"34' 3""",182.6,28.52,3.54,"37' 2""",729,"79' 3""",77.1,"1,671,523",2.45,3.05,111.88,4.02,4.65,62.69,70.591,251,7,2728.3,3,56.62,62.22,0.385,1.491,NIR,"University of Alabama-Birmingham  (2002, Economics, Engineer"
Graham DeLaet (2015),173.36,298.7,"31' 4""",167.1,29.26,3.6,"34' 1""",545,"68' 5""",77.39,"988,349",2.42,2.98,117.83,4.06,4.58,65.46,70.72,234,7,2451.7,3,50.54,57.34,0.287,1.471,CAN,"Boise State University  (2006, Physical Education)"
Graham DeLaet (2016),173.42,297.9,"32' 6""",169.7,29.74,3.77,"35' 8""",487,"69' 11""",77.94,"908,557",2.68,3.1,118.21,4.02,4.72,60.11,71.074,249,7,2603.6,3,44.26,52.39,0.12,1.467,CAN,"Boise State University  (2006, Physical Education)"
Graham DeLaet (2017),172.2,301.1,"31' 3""",136.8,29.41,3.62,"34' 7""",640,"75' 2""",76.89,"1,603,666",2.54,3.03,116.69,4.02,4.67,63.68,70.376,275,10,2328,6,40,56.51,0.768,1.475,CAN,"Boise State University  (2006, Physical Education)"
Graham DeLaet (2018),,,,,,,,111,,,"251,630",,,,,,,,,,,1,,,,,CAN,"Boise State University  (2006, Physical Education)"
Grayson Murray (2017),180.01,308.2,"30' 7""",202.5,28.68,3.89,"35' 11""",638,"71' 6""",77.98,"1,468,728",2.91,3.08,120.48,4.06,4.67,56.01,71.064,350,8,2601.9,2,51.57,53.77,0.064,1.494,USA,Arizona State University
Grayson Murray (2018),178.34,307.3,"32' 9""",162,28.94,3.96,"37' 1""",438,"72' 7""",75.75,"1,056,628",3.01,3.12,118.59,4.06,4.79,56,72.091,285,8,2560.1,2,43.93,54.32,-0.336,1.504,USA,Arizona State University
Grayson Murray (2019),,,,,,,,57,,,"125,511",,,,,,,,,,,,,,,,USA,Arizona State University
Guy Boros (2015),,,,,,,,4,,,"6,270",,,,,,,,,,,,,,,,USA,University of Iowa  (1986)
Hank Lebioda (2019),171.71,294,"31' 11""",210,29.27,4.13,"35' 8""",291,"73' 8""",77.81,"656,802",2.77,3.02,114.21,4.04,4.55,65.64,71.002,289,6,2844.6,1,43.43,56.44,0.167,1.503,USA,"Florida State University  (2016, Finance)"
Harold Varner III (201,173.46,,"31' 11""",,,,"36' 10""",,,,,,,,4.09,,59.33,,,,,,,56.53,,1.485,USA,"East Carolina University  (2012, Marketing)"
Harold Varner III (2016,,,,,29.73,3.54,"36' 9""",643,,78.24,"1,327,320",2.9,3.08,,,,,71.045,,,2396.8,4,,,0.124,1.47,USA,"East Carolina University  (2012, Marketing)"
Harold Varner III (2016),173.76,302,"32' 8""",165.6,,,,,"68' 8""",,,,,118.18,,4.56,,,326,10,,,43.08,,,,USA,"East Carolina University  (2012, Marketing)"
Harold Varner III (2017,,,,,,3.58,,375,,,,,,,,4.66,,,,9,2433.5,1,,,,,USA,"East Carolina University  (2012, Marketing)"
Harold Varner III (2017),173.85,302.4,"31' 5""",198,29.69,,,,"70' 2""",79.15,"918,779",2.71,3.08,118.82,4.04,,59.61,70.966,354,,,,47.97,56.94,0.109,,USA,"East Carolina University  (2012, Marketing)"
